,Compound,Date,Negative,Neutral,Positive,Tweet,User
252,0.0,Sun Jan 14 18:02:01 +0000 2018,0.0,1.0,0.0,Drawing the lines on gerrymandering: @MoRocca on the history and controversy surrounding the re-drawing of politica… https://t.co/OwrdHEDlNb,CBSNews
253,0.0,Sun Jan 14 17:42:01 +0000 2018,0.0,1.0,0.0,"Oprah Winfrey on ""Time's Up"": Where do we go from here? (via @CBSSunday)
https://t.co/3cgFP79Sfy https://t.co/ZJi03m9zYH",CBSNews
254,0.3535,Sun Jan 14 17:22:01 +0000 2018,0.073,0.782,0.145,"POLL: On the issues looming now, most Americans - 70% - favor DACA. Among President Trump's backers, a slim majorit… https://t.co/9tUVpsbLas",CBSNews
255,0.2023,Sun Jan 14 17:02:38 +0000 2018,0.0,0.917,0.083,Two drivers found themselves sitting on top of their cars as 7 feet of water engulfed their vehicles after trying t… https://t.co/37gX87ppMa,CBSNews
256,0.0,Sun Jan 14 16:42:01 +0000 2018,0.0,1.0,0.0,"Almanac: ""Elvis: Aloha from Hawaii via Satellite"" (via @CBSSunday) https://t.co/HxFUnhSZhi https://t.co/iCOpn8Qxa7",CBSNews
257,0.4215,Sun Jan 14 16:22:38 +0000 2018,0.0,0.877,0.123,WATCH: 21 crew members on board a bulk freighter were airlifted to safety after their ship collided with an oil tan… https://t.co/LNnOkRiEMB,CBSNews
258,-0.6597,Sun Jan 14 16:02:01 +0000 2018,0.239,0.761,0.0,"Magnitude 7.1 earthquake hits off Pacific coast of Peru, killing at least 1 person https://t.co/YvlLorUaMK https://t.co/SbOSXEl1vX",CBSNews
259,-0.1686,Sun Jan 14 15:42:02 +0000 2018,0.127,0.774,0.1,"One year into Donald Trump's presidency, Americans feel more positive about the economy but not as good about the s… https://t.co/ftyV4dKCXm",CBSNews
260,-0.1154,Mon Jan 15 02:19:36 +0000 2018,0.083,0.854,0.063,".@jasoninthehouse on DACA: ""I do think think we can actually solve these problems but the Democrats have gotta be t… https://t.co/WjiGLFq48e",FoxNews
261,-0.7845,Mon Jan 15 02:17:02 +0000 2018,0.33,0.67,0.0,.@realDonaldTrump denied claims that he's a racist following allegations of a vulgar comment that lawmakers said he… https://t.co/BXbV7lYAGA,FoxNews
262,0.0,Mon Jan 15 02:16:44 +0000 2018,0.0,1.0,0.0,".@jasoninthehouse: ""The fact that [@POTUS] is actually talking about [DACA] and the Democrats don't even wanna show… https://t.co/8WXJmMPLTQ",FoxNews
263,0.5423,Mon Jan 15 02:09:22 +0000 2018,0.0,0.769,0.231,".@LisaMarieBoothe on DACA: ""Democrats and [@POTUS] are pretty far apart about what they want to accomplish.""… https://t.co/NI1ORHba65",FoxNews
264,-0.3818,Mon Jan 15 02:07:00 +0000 2018,0.224,0.776,0.0,Minnesota Vikings shock New Orleans Saints with final-play TD https://t.co/bdbAPyi6d9,FoxNews
265,-0.6705,Mon Jan 15 02:05:34 +0000 2018,0.333,0.667,0.0,"Aziz Ansari responds to accusation of sexual harassment by NYC woman, 23 https://t.co/UO4X2TcGei",FoxNews
266,0.5719,Mon Jan 15 01:35:32 +0000 2018,0.0,0.802,0.198,"Civil Rights Attorney Leo Terrell: ""Middle America loves @Oprah, and that's Donald #Trump's biggest fear.""… https://t.co/JPAwGvUyTh",FoxNews
267,0.6908,Mon Jan 15 01:34:01 +0000 2018,0.0,0.759,0.241,".@RedPillBlack: ""I don't think the Democratic Party cares so much what [@Oprah] knows, they think about what she re… https://t.co/Ljg0gXHGvc",FoxNews
268,0.4585,Mon Jan 15 01:29:05 +0000 2018,0.074,0.73,0.196,".@POTUS says Dems don't want to make DACA deal, adds he's 'not a racist' https://t.co/fazwUGaT6N",FoxNews
269,-0.0516,Mon Jan 15 01:28:10 +0000 2018,0.145,0.723,0.133,Jim Carrey and other stars share updates from Hawaii following ballistic-missile false alarm https://t.co/KSNTUmFT0R,FoxNews
270,0.0,Mon Jan 15 01:27:33 +0000 2018,0.0,1.0,0.0,"Civil Rights Attorney Leo Terrell: ""@Oprah has likability. In the last 24 hours, Donald #Trump doesn't have that. T… https://t.co/bLskyWYGO7",FoxNews
271,0.2598,Mon Jan 15 01:19:16 +0000 2018,0.0,0.898,0.102,"OPINION: Baby steps, America. The 'but so-and-so did it first!' defense is for toddlers, not national discourse (vi… https://t.co/p7SeibPV3G",FoxNews
272,0.0,Mon Jan 15 01:15:05 +0000 2018,0.0,1.0,0.0,Canada's Trudeau: 'Removing Access to Abortion' Not In Line With Society https://t.co/IluBxuncVS,FoxNews
273,0.0,Mon Jan 15 01:12:35 +0000 2018,0.0,1.0,0.0,University to review appearance by @benshapiro https://t.co/yCReTZKZWn,FoxNews
274,0.6124,Mon Jan 15 01:07:46 +0000 2018,0.0,0.789,0.211,".@GaryKaltbaum: ""This whole tax thing has been not just a home run, but a grand slam."" https://t.co/VDfTaaDh50 https://t.co/LGawc1qnBI",FoxNews
275,-0.3182,Mon Jan 15 01:03:43 +0000 2018,0.192,0.72,0.088,Casino boat catches fire off Florida with 50 passengers aboard https://t.co/cvTRuWVaoe,FoxNews
276,0.0,Mon Jan 15 00:51:50 +0000 2018,0.0,1.0,0.0,"Moments ago, President @realDonaldTrump answered reporter questions about DACA as a government shutdown looms.… https://t.co/fXSBPIvUjU",FoxNews
277,-0.4767,Mon Jan 15 00:35:00 +0000 2018,0.256,0.744,0.0,"Colorado nurse, 20, dies in bungee jumping accident https://t.co/IJQiEwGB96 #FoxNewsUS",FoxNews
278,0.8519,Mon Jan 15 00:22:20 +0000 2018,0.0,0.593,0.407,"RT @EricShawnTV: ""We thank President Trump,""say #IranProtesters, who praise the American public for their support.  Here's my exclusive wit…",FoxNews
279,0.0,Mon Jan 15 00:21:19 +0000 2018,0.0,1.0,0.0,".@POTUS: ""The folks from DACA should know the Democrats are the ones that aren't going to make a deal.""… https://t.co/HdDOBtYCWc",FoxNews
280,-0.0516,Mon Jan 15 00:20:30 +0000 2018,0.199,0.616,0.185,"Missouri’s Combative Governor, Deep in Scandal, Puts on the Charm https://t.co/VFpPcoDS4l",nytimes
281,-0.0516,Mon Jan 15 00:18:48 +0000 2018,0.106,0.796,0.097,What does the false missile alert in Hawaii tell us about these government-run warning systems? That they need majo… https://t.co/UDeoSKSwC4,nytimes
282,0.0,Mon Jan 15 00:00:20 +0000 2018,0.0,1.0,0.0,A Republican senator who was at the White House immigration meeting said President Trump did not use a vulgarity to… https://t.co/rGfKAmEWbl,nytimes
283,0.0,Sun Jan 14 23:35:56 +0000 2018,0.0,1.0,0.0,Op-Ed Contributor: How the Other Half Lives in Iran https://t.co/X6m7ZC5XTP,nytimes
284,0.0,Sun Jan 14 23:30:28 +0000 2018,0.0,1.0,0.0,RT @nytopinion: President Trump's actions break with years of American nuclear policy. They also make it harder to persuade other nations t…,nytimes
285,-0.5106,Sun Jan 14 23:09:05 +0000 2018,0.264,0.613,0.123,Darren Criss Plays the Happy-Go-Lucky Killer in the Versace TV Drama https://t.co/PuXylc9q3N,nytimes
286,-0.4767,Sun Jan 14 23:00:27 +0000 2018,0.256,0.744,0.0,"In some countries, Facebook’s fiddling has magnified fake news https://t.co/Wve2NysTcL",nytimes
287,0.0,Sun Jan 14 22:33:02 +0000 2018,0.0,1.0,0.0,"Video: A plane trying to land in Turkey made a heart-stopping skid off a runway, ending up feet from the Black Sea https://t.co/AAIn0KNDLt",nytimes
288,0.4588,Sun Jan 14 22:06:15 +0000 2018,0.0,0.765,0.235,"Jaguars 45, Steelers 42 | Divisional round: Jaguars Stun Steelers to Reach A.F.C. Championship Game https://t.co/Oib9KNWqS1",nytimes
289,0.0,Sun Jan 14 22:00:23 +0000 2018,0.0,1.0,0.0,"In 1968, The Beatles trudged through dense forest to an ashram in India, where they spent weeks writing songs. The… https://t.co/4qS0piKNqA",nytimes
290,-0.6529,Sun Jan 14 21:45:50 +0000 2018,0.289,0.633,0.078,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/bdUCvziesG",nytimes
291,0.0,Sun Jan 14 21:28:39 +0000 2018,0.0,1.0,0.0,"""SNL"" took aim at ""Morning Joe,"" with Bill Murray as Stephen Bannon and Fred Armisen as Michael Wolff https://t.co/CEFnI9EeMJ",nytimes
292,0.2023,Sun Jan 14 21:10:06 +0000 2018,0.109,0.743,0.149,"An unspectacular week at the box office led ""Jumanji: Welcome to the Jungle"" back to No. 1 https://t.co/X1g2x0lEiQ",nytimes
293,0.7845,Sun Jan 14 21:00:04 +0000 2018,0.0,0.683,0.317,"""It’s remarkable how well it has eased my twitchy phone checking."" A small group of people have turned their phone… https://t.co/VFsnM5ajbG",nytimes
294,0.0,Sun Jan 14 20:43:04 +0000 2018,0.0,1.0,0.0,"He's being called ""frost boy."" But the image of an 8-year-old with icicles in his hair who trekked miles to school… https://t.co/jNM6ZqNlwb",nytimes
295,-0.4215,Sun Jan 14 20:30:11 +0000 2018,0.123,0.877,0.0,"RT @nytopinion: Immigrants are more likely to be fleeing dysfunctions and prejudices than they are to be bringing them, writes @BretStephen…",nytimes
296,-0.25,Sun Jan 14 20:14:09 +0000 2018,0.121,0.795,0.083,"She left France to join Islamic militants in Syria, and now with the collapse of ISIS wants to return. But can she? https://t.co/IRd249fhaT",nytimes
297,0.0,Sun Jan 14 20:00:28 +0000 2018,0.0,1.0,0.0,"DACA participants can again apply for renewal of protection, the U.S. immigration agency said https://t.co/jBcr0G8Lfa",nytimes
298,-0.5994,Sun Jan 14 19:47:04 +0000 2018,0.157,0.843,0.0,"The death toll in the mudslides that buried parts of Montecito in muck and boulders has risen to 20, officials said https://t.co/hL9kMaAtAT",nytimes
299,0.4588,Sun Jan 14 19:31:03 +0000 2018,0.133,0.6,0.267,"""I 100% support the fight for fair pay and I'm donating the $1.5M to the Time's Up Legal Defense Fund in Michelle W… https://t.co/5yYYqjR0I7",nytimes
300,0.2263,Sat Jan 13 13:30:06 +0000 2018,0.088,0.783,0.129,"👑 The astonishing true story of the first reigning queen of England.

England's Forgotten Queen: The Life and Death… https://t.co/oDz4dZZvY4",BBC
301,0.4939,Sat Jan 13 13:03:07 +0000 2018,0.0,0.862,0.138,Take a look at these incredible photos of snow and ice sculptures at the Harbin Ice and Snow Sculpture festival. 😍… https://t.co/ywjmdXZWa5,BBC
302,0.0,Sat Jan 13 12:31:04 +0000 2018,0.0,1.0,0.0,Were you a regular at the cinema in 2017? Test your knowledge of the year’s biggest films 🎟 🎬… https://t.co/Da6bBxe7On,BBC
303,0.0,Sat Jan 13 12:00:07 +0000 2018,0.0,1.0,0.0,Four of the biggest global health stories to follow in 2018. 🏥 https://t.co/j47eCWOmGG,BBC
304,0.0,Sat Jan 13 11:32:04 +0000 2018,0.0,1.0,0.0,"⚡ Scientists are always looking for new ways to provide power. 

Find out about some of the more unusual ones...… https://t.co/kCxfbdt3QI",BBC
305,0.4215,Sat Jan 13 11:04:03 +0000 2018,0.123,0.636,0.242,Gas engineer James Gibson spends up to four hours creating mud masterpieces on dirty white vans. 🚚 🎨… https://t.co/MNtk4ajFnd,BBC
306,0.8176,Sat Jan 13 10:56:02 +0000 2018,0.0,0.712,0.288,"RT @BBCRadio2: LISTEN ▶️ @ericclapton: ""I felt like Buddy Guy &amp; BB King looked on me as a musical equal, which was a huge honour""
https://t…",BBC
307,0.5574,Sat Jan 13 10:29:02 +0000 2018,0.077,0.714,0.209,Why rising sea temperatures are turning turtles female in parts of the Great Barrier Reef. 🐢 https://t.co/JmuhPWZdD2,BBC
308,-0.6908,Sat Jan 13 10:00:04 +0000 2018,0.37,0.63,0.0,Arya Stark’s kill list gets an update 😯 #TheGNShow https://t.co/mJbr6h86EN,BBC
309,0.5994,Sat Jan 13 09:30:04 +0000 2018,0.0,0.769,0.231,Super Blue Blood Moon: What is it and can I see it? 🌝👀 https://t.co/Xb9ACCL62q https://t.co/uc95INWIAM,BBC
310,0.0,Sat Jan 13 09:08:49 +0000 2018,0.0,1.0,0.0,"RT @BBCSport: History.

Saudi Arabia has allowed women to spectate at a football match for the first time.

https://t.co/gHwc7aQDGg https:/…",BBC
311,0.4588,Sat Jan 13 09:00:06 +0000 2018,0.0,0.692,0.308,#TheLeagueOfGentlemen's @MarkGatiss shares his top cultural picks with @BBCRadio4. 👉 https://t.co/2PeZ2yNGo2 https://t.co/QiJV1YI6p1,BBC
312,0.0,Sat Jan 13 08:30:07 +0000 2018,0.0,1.0,0.0,Another step closer to Marty McFly’s hoverboard.. 🏂 https://t.co/mQEKXirCqz,BBC
313,-0.0258,Sat Jan 13 07:33:04 +0000 2018,0.24,0.524,0.236,These adorable alpacas are helping people to recover from illness and injury in Lincolnshire. 😍… https://t.co/dgXtqRQMKI,BBC
314,-0.7845,Fri Jan 12 19:33:04 +0000 2018,0.535,0.465,0.0,The day I accidentally killed a little boy. https://t.co/QvHrUFLJic https://t.co/r3YCMYGeDs,BBC
315,-0.7506,Fri Jan 12 19:00:07 +0000 2018,0.348,0.652,0.0,"In the endless winter night, terrifying monsters haunt Iceland's caves and mountains. 😱👹 https://t.co/cwZdBQGjct",BBC
316,-0.4404,Fri Jan 12 18:33:03 +0000 2018,0.182,0.818,0.0,"Tonight, @CharltonBrooker, @ScarlettMoffatt and @Pearlie_mack talk pet hates and peeves. 🙅

#Room101 | 8:30pm |… https://t.co/3ydAdVcULC",BBC
317,0.4404,Fri Jan 12 17:58:03 +0000 2018,0.0,0.854,0.146,"'Kids are easy to manage... you just lie to them.' 😂

@SindhuVFunny on how to raise children. 👉… https://t.co/QZuCvxhQr2",BBC
318,0.0,Fri Jan 12 17:30:07 +0000 2018,0.0,1.0,0.0,"Errs
Yer
Dinner

On the table in just minutes 😂
https://t.co/BDG2qj8QGf",BBC
319,0.0,Fri Jan 12 17:00:05 +0000 2018,0.0,1.0,0.0,Astronomers have caught a massive black hole letting out a 'double burp' after bingeing on hot gas.… https://t.co/kvjvjFcO41,BBC
320,-0.7579,Sun Jan 14 19:30:12 +0000 2018,0.302,0.698,0.0,At least 20 people are dead and others still are missing after mudslides in Southern California… https://t.co/U41PcnfZht,CNN
321,-0.2263,Sun Jan 14 19:15:03 +0000 2018,0.16,0.84,0.0,Tunisia plans social reforms in the wake of protests https://t.co/uTraFXWzLL https://t.co/wQmR2eFtbR,CNN
322,-0.0772,Sun Jan 14 19:00:12 +0000 2018,0.157,0.843,0.0,A deadly earthquake has shaken southern Peru https://t.co/f8ViS6UPT5 https://t.co/s8A2ivDlAD,CNN
323,-0.4939,Sun Jan 14 18:45:08 +0000 2018,0.151,0.849,0.0,The Israeli military says it has destroyed a mile-long tunnel that stretched from Gaza under Israel and into Egypt… https://t.co/LG3UgVMfc6,CNN
324,0.0,Sun Jan 14 18:30:06 +0000 2018,0.0,1.0,0.0,He's from El Salvador. They're American. President Trump could separate them. https://t.co/OvJP8k1bHU https://t.co/rRQ6ri7xdS,CNN
325,0.717,Sun Jan 14 18:15:08 +0000 2018,0.0,0.685,0.315,"Don't be fooled. Wall Street, not Main Street, is the big tax winner. https://t.co/zk9AqIAUDQ https://t.co/S3ukij0Cpr",CNN
326,0.0,Sun Jan 14 18:00:18 +0000 2018,0.0,1.0,0.0,"Bobby Zarin, the husband of former ""The Real Housewives of New York City"" cast member, dies at 71… https://t.co/AwSDzy82zA",CNN
327,-0.34,Sun Jan 14 17:46:46 +0000 2018,0.146,0.854,0.0,"Democratic Rep. Tulsi Gabbard says the false ballistic missile warning in Hawaii was ""unacceptable""… https://t.co/kHHpFrh498",CNN
328,-0.6486,Sun Jan 14 17:30:09 +0000 2018,0.323,0.677,0.0,"President Trump tweets that ""DACA is probably dead"" https://t.co/S3ltZk6F8Z https://t.co/vPh2oQy8gL",CNN
329,-0.4588,Sun Jan 14 17:15:05 +0000 2018,0.158,0.842,0.0,The White House has attacked the Wall Street Journal over an interview with President Trump https://t.co/i29jaWA1IA https://t.co/YJozfX2soe,CNN
330,0.0,Sun Jan 14 17:00:12 +0000 2018,0.0,1.0,0.0,"Republican Sen. David Perdue says President Trump didn't use the phrase ""shithole countries"" during a meeting with… https://t.co/OEefLfAHVy",CNN
331,0.3612,Sun Jan 14 16:46:53 +0000 2018,0.0,0.884,0.116,"""[President Trump has] to understand this is a grown-up job, and he's got to start acting like it."" Former Virginia… https://t.co/exca8uuMDt",CNN
332,0.0,Sun Jan 14 16:30:05 +0000 2018,0.0,1.0,0.0,"Democratic Rep. John Lewis calls President Trump ""racist"" and says he won't vote on government funding without DACA… https://t.co/mLplHlthib",CNN
333,0.4404,Sun Jan 14 16:15:06 +0000 2018,0.0,0.813,0.187,"It's important for news audiences to hear certain words in association with President Trump, writes Jeff Yang for… https://t.co/mpxMdRieqd",CNN
334,0.4588,Sun Jan 14 16:02:41 +0000 2018,0.098,0.714,0.188,"""I can't defend the indefensible."" Republican Rep. Mia Love, the first Haitian-American elected to Congress, says P… https://t.co/yPnwiMz2Ib",CNN
335,-0.1531,Sun Jan 14 15:48:19 +0000 2018,0.082,0.918,0.0,".@FareedZakaria on Trump: ""We appear to have returned to the 1920s. An era of unrestrained capitalism, giddy market… https://t.co/WzxflpapIp",CNN
336,0.0772,Sun Jan 14 14:54:58 +0000 2018,0.0,0.925,0.075,".@jaketapper: Are you going to challenge Trump in 2020?

@TerryMcAuliffe: “I’m doing a big project on redistricting… https://t.co/B2ON5LxZRJ",CNN
337,0.34,Sun Jan 14 14:46:59 +0000 2018,0.0,0.862,0.138,".@jaketapper: “Do you think President Trump is a racist?”

Former Virginia Gov. @TerryMcAuliffe: “I certainly think… https://t.co/yIqzFvlA0k",CNN
338,-0.5267,Sun Jan 14 14:46:44 +0000 2018,0.185,0.815,0.0,"Former Virginia Gov. Terry McAuliffe on President Trump’s immigration comments: “Disgraceful, disgusting. He just c… https://t.co/RGOEtY7wRR",CNN
339,-0.3182,Sun Jan 14 14:46:06 +0000 2018,0.176,0.705,0.119,".@jaketapper: “Were the comments racist, do you think?”

@RepMiaLove: “Well, I think they were, yes. I think they w… https://t.co/VQfIAJKYoR",CNN
340,0.4404,Sun Jan 14 15:22:24 +0000 2018,0.0,0.884,0.116,"This couple made good on their New Year's resolution to ""live in the moment"" when they pulled over on their way hom… https://t.co/WpuNKbO9gf",CBSNews
341,0.0,Sun Jan 14 15:02:39 +0000 2018,0.0,1.0,0.0,An airplane dangled precariously off a muddy cliff with its nose only a few feet from the Black Sea after skidding… https://t.co/skg62YX7UH,CBSNews
342,0.0,Sun Jan 14 14:42:01 +0000 2018,0.0,1.0,0.0,An airplane  skidded off a runway after landing in northern Turkey and dangled precariously off a muddy cliff with… https://t.co/509jsHceLo,CBSNews
343,-0.3506,Sun Jan 14 14:22:01 +0000 2018,0.1,0.9,0.0,Death toll from the Southern California mudslides rose to 19 on Saturday but a man who had also been on the list of… https://t.co/JhNkyAHY0n,CBSNews
344,0.0,Sun Jan 14 14:03:05 +0000 2018,0.0,1.0,0.0,"Bill Cosby: ""Don't put me on #MeToo"" https://t.co/BusCBZMIuU https://t.co/baoj9AxgBh",CBSNews
345,-0.3182,Sun Jan 14 13:48:05 +0000 2018,0.201,0.67,0.128,"Doreen Tracey, one of the original Disney Mouseketeers, has died at 74 https://t.co/DnE7beprHW https://t.co/Au0jTxwI18",CBSNews
346,0.0,Sun Jan 14 13:33:09 +0000 2018,0.0,1.0,0.0,Chelsea Manning files to run for Senate in Maryland https://t.co/yVuzVEFGNP https://t.co/Db7UzJSQFG,CBSNews
347,-0.3818,Sun Jan 14 13:18:05 +0000 2018,0.224,0.776,0.0,2018 flu season appears to hit deadly peak https://t.co/bzLnii2DoX https://t.co/Nlc6lKopjN,CBSNews
348,-0.296,Sun Jan 14 13:03:05 +0000 2018,0.196,0.804,0.0,Missouri Gov. Eric Greitens accused of slapping mistress https://t.co/1r62UQlZ0z https://t.co/EaZZZjexQE,CBSNews
349,0.0,Sun Jan 14 12:48:05 +0000 2018,0.0,1.0,0.0,H&amp;M stores in South Africa stormed over monkey hoodie https://t.co/W7KuxYkD6G https://t.co/BH1l82QFt6,CBSNews
350,0.0,Sun Jan 14 12:33:05 +0000 2018,0.0,1.0,0.0,Is your local Sam's Club closing? Check the reported closures list https://t.co/WQAxoofB8I https://t.co/aKsedcSEyW,CBSNews
351,-0.6124,Sun Jan 14 12:18:08 +0000 2018,0.267,0.733,0.0,"African ambassadors to U.N. call President Trump's remark ""outrageous, racist"" https://t.co/sLtzXfGMxp https://t.co/ePIozIuVhc",CBSNews
352,-0.9246,Sun Jan 14 12:03:05 +0000 2018,0.488,0.512,0.0,"Report: Killing of girl found burned called ""worst child death case"" Michigan has seen https://t.co/HYmoz26uBh https://t.co/adhnnksOL8",CBSNews
353,-0.0516,Sun Jan 14 11:48:05 +0000 2018,0.154,0.705,0.141,Hawaii missile alert: FCC launches investigation into false ballistic missile warning https://t.co/ElCIQHtDSx https://t.co/yRNqWDhKxG,CBSNews
354,-0.1531,Sun Jan 14 11:33:09 +0000 2018,0.127,0.873,0.0,Car passenger dies while stopping along Texas highway to urinate https://t.co/5ZQlO6Hpr8 https://t.co/MLpjG4eXhK,CBSNews
355,0.1027,Sun Jan 14 11:18:08 +0000 2018,0.162,0.649,0.188,"Man who aided disoriented patient says ""she's doing a lot better"" https://t.co/1Qu0iO4pW5 https://t.co/9iqjaDacRs",CBSNews
356,-0.5574,Sun Jan 14 11:03:05 +0000 2018,0.365,0.635,0.0,"President Trump cancels London trip, blames Obama administration https://t.co/f89KG3ujhd https://t.co/ACzfFDJNyT",CBSNews
357,-0.4588,Sun Jan 14 10:48:05 +0000 2018,0.25,0.75,0.0,"Frustrations, dark discoveries mount for California mudslide town https://t.co/8HMjguLU5c https://t.co/BxDjj7YVBv",CBSNews
358,0.296,Sun Jan 14 10:33:05 +0000 2018,0.0,0.833,0.167,Former U.S. Postal Service worker admits burning mail for months https://t.co/WwaDYvGk1P https://t.co/DSc8EgxfLt,CBSNews
359,-0.7579,Sun Jan 14 10:18:08 +0000 2018,0.484,0.516,0.0,"Suspect in fatal ""SWATting"" call charged with involuntary manslaughter https://t.co/TsMTi8GiCC https://t.co/w6csyZuNqq",CBSNews
360,0.3612,Mon Jan 15 00:19:40 +0000 2018,0.0,0.815,0.185,".@POTUS: ""We're ready, willing and able to make a deal on DACA."" https://t.co/DAb1fmVnvw",FoxNews
361,0.128,Mon Jan 15 00:09:14 +0000 2018,0.0,0.914,0.086,"Defense Attorney Robert Schalk on possible #Trump interview with Mueller: ""[@POTUS] could be opening himself up...t… https://t.co/5FHthYxRfG",FoxNews
362,-0.4588,Mon Jan 15 00:08:28 +0000 2018,0.25,0.75,0.0,".@POTUS criticizes Democrats over DACA as government shutdown looms, Phil Keating reports. https://t.co/JejH8Wa6XM https://t.co/nyNRSCFSLt",FoxNews
363,-0.4404,Sun Jan 14 23:58:50 +0000 2018,0.292,0.564,0.144,Eliza Dushku: 'True Lies' stunt coordinator Joel Kramer molested me when I was 12 https://t.co/suuRJ89MXV,FoxNews
364,-0.25,Sun Jan 14 23:56:22 +0000 2018,0.1,0.9,0.0,".@gen_jackkeane on talks between North Korea and South Korea: ""We need to have some skepticism about these negotiat… https://t.co/3xGbT3o8CW",FoxNews
365,0.4019,Sun Jan 14 23:53:24 +0000 2018,0.0,0.886,0.114,"RT @FoxNewsResearch: World’s Largest Active Armed Forces:
1. China: 2.3 million
2. India: 1.4 million
3. U.S.: 1.3 million
4. North Korea:…",FoxNews
366,0.395,Sun Jan 14 23:50:40 +0000 2018,0.0,0.78,0.22,Liam Neeson believes gender wage gap is 'disgraceful' but will not take a pay cut https://t.co/oFDyM5O7vD,FoxNews
367,-0.8519,Sun Jan 14 23:50:40 +0000 2018,0.383,0.617,0.0,".@gen_jackkeane on Hawaii's false missile threat: ""They made a mistake here and they [have] a bad system. They [hav… https://t.co/nCTNAdtS6m",FoxNews
368,0.0,Sun Jan 14 23:46:37 +0000 2018,0.0,1.0,0.0,".@gen_jackkeane: ""We have the capacity to track any missile launch, any place in the world, through our satellites… https://t.co/j6IA3W2r5f",FoxNews
369,0.0772,Sun Jan 14 23:43:34 +0000 2018,0.0,0.933,0.067,OPINION: Want to live longer? The US system of free-market investment in cures is the answer (via @FoxNewsOpinion) https://t.co/mbJUyAUvyw,FoxNews
370,-0.5423,Sun Jan 14 23:36:50 +0000 2018,0.293,0.637,0.07,Casino boat catches fire off Florida with 50 passengers aboard; 1 reported missing https://t.co/yWlg0XX9j5,FoxNews
371,0.5106,Sun Jan 14 23:35:20 +0000 2018,0.111,0.585,0.304,"Anti-government protesters in Iran thank President #Trump for his support, @EricShawnTV reports.… https://t.co/Fdk9huX1ZA",FoxNews
372,-0.8625,Sun Jan 14 23:31:25 +0000 2018,0.49,0.51,0.0,Hawaii's false missile threat: Worker 'feels terrible' after pushing the wrong button https://t.co/HW0WY2Eyhm,FoxNews
373,0.507,Sun Jan 14 23:28:59 +0000 2018,0.0,0.821,0.179,".@akarl_smith: ""Immigration is really #Trump's signature issue, so any acceptance by him on a bipartisan deal...he… https://t.co/wBeWtP3dDm",FoxNews
374,-0.7003,Sun Jan 14 23:17:32 +0000 2018,0.309,0.691,0.0,Hawaii false alarm raises concerns over U.S. preparedness in case of a real threat https://t.co/qJu9Jmyz66 https://t.co/oZ634ELLij,FoxNews
375,0.0,Sun Jan 14 23:14:12 +0000 2018,0.0,1.0,0.0,".@VP laid a wreath at the Martin Luther King, Jr. National Memorial with Second Lady Karen Pence ahead of #MLK Day. https://t.co/OS7FHGrpVf",FoxNews
