,Compound,Date,Negative,Neutral,Positive,Tweet,User
376,0.0,Sun Jan 14 23:11:39 +0000 2018,0.0,1.0,0.0,"Actress Ashley Judd commends Franco's 'culpability,' calls it 'terrific' https://t.co/7aiO6BgTKx",FoxNews
377,0.0,Sun Jan 14 22:52:01 +0000 2018,0.0,1.0,0.0,"'Deplorable' NYU prof sues university, colleagues for defamation https://t.co/zErxOgzLiI",FoxNews
378,-0.4767,Sun Jan 14 22:42:31 +0000 2018,0.193,0.807,0.0,"2 women arrested after Texas apartment meth lab explodes with child inside, police say https://t.co/m3ieBUo0h2",FoxNews
379,0.34,Sun Jan 14 22:34:54 +0000 2018,0.0,0.888,0.112,".@RajShah45: ""@POTUS wants to see real border security. He wants to see movement on chain migration and ending the… https://t.co/Po6mwXrx8q",FoxNews
380,0.7269,Sun Jan 14 19:31:02 +0000 2018,0.0,0.717,0.283,"""I'm ready for crypto assets to go down 90 percent. I'll feel better then, I think. This has been too insane."" https://t.co/YKDQpv2e7j",nytimes
381,0.0,Sun Jan 14 19:13:03 +0000 2018,0.0,1.0,0.0,Your Sunday playlist has arrived https://t.co/aW6xfGiPgg,nytimes
382,0.6369,Sun Jan 14 19:00:21 +0000 2018,0.0,0.802,0.198,"""I love working out so much that I belong to two gyms."" How 50 Cent spends his Sundays: https://t.co/VIJ18SsKIY",nytimes
383,0.0,Sun Jan 14 18:44:03 +0000 2018,0.0,1.0,0.0,"Investigators said that the Las Vegas gunman used anonymous communications devices, including a prepaid cellphone,… https://t.co/nafEGnB7fi",nytimes
384,-0.0516,Sun Jan 14 18:31:05 +0000 2018,0.106,0.796,0.097,What does the false missile alert in Hawaii tell us about these government-run warning systems? That they need majo… https://t.co/FTEqVxrEm5,nytimes
385,0.0,Sun Jan 14 18:20:08 +0000 2018,0.0,1.0,0.0,"President Trump has been known to refer to Ronna McDaniel as ""my Romney"" https://t.co/zyd9R2chkl",nytimes
386,0.0,Sun Jan 14 18:10:06 +0000 2018,0.0,1.0,0.0,"Chelsea Manning filed to run for Senate in Maryland, according to federal election filings https://t.co/sPlt4U5MJF",nytimes
387,-0.8555,Sun Jan 14 18:00:06 +0000 2018,0.461,0.539,0.0,"David Perdue said Dick Durbin's account of President Trump's language was a ""gross misrepresentation"" https://t.co/8EoPHPzzrz",nytimes
388,0.0,Sun Jan 14 17:45:09 +0000 2018,0.0,1.0,0.0,"A former Steeler's CTE diagnosis led to a $1 billion settlement for retired players, but a technicality has left hi… https://t.co/ezbbd4vUBE",nytimes
389,-0.2782,Sun Jan 14 17:30:24 +0000 2018,0.136,0.767,0.097,"""We fully felt like we were about to die. I drove to try to get to my kids even though I knew I probably wouldn't m… https://t.co/lpp0Sehj5O",nytimes
390,-0.6705,Sun Jan 14 17:15:04 +0000 2018,0.274,0.614,0.112,A group in northwestern Africa that is loyal to ISIS claimed responsibility for the attack in Niger that killed 4 A… https://t.co/ckgxpfDebz,nytimes
391,0.0,Sun Jan 14 17:00:24 +0000 2018,0.0,1.0,0.0,Opinion: Is there life after liberalism? https://t.co/L4DBqnbECw,nytimes
392,0.2263,Sun Jan 14 16:46:04 +0000 2018,0.117,0.769,0.113,"The first time cutting season came around, Nice Leng’ete and her sister ran away and hid in a tree. The second time… https://t.co/eUlj16WnT4",nytimes
393,0.1154,Sun Jan 14 16:40:07 +0000 2018,0.201,0.574,0.225,"""I'm running,"" Mitt Romney says privately, but as a Trump friend or foe? https://t.co/PMBo6AWzYv",nytimes
394,-0.296,Sun Jan 14 16:31:03 +0000 2018,0.109,0.891,0.0,President Trump accused The Wall Street Journal of purposely misquoting him. The Journal responded by posting an au… https://t.co/pcKo0BO4Fv,nytimes
395,0.0,Sun Jan 14 16:15:14 +0000 2018,0.0,1.0,0.0,"""We swerved all of a sudden. The front of the plane crashed and the back was in the air. Everyone panicked."" https://t.co/XWkKBlsktK",nytimes
396,0.0,Sun Jan 14 16:00:19 +0000 2018,0.0,1.0,0.0,Afghan officials said that meetings were underway in Turkey between their government and representatives of the Tal… https://t.co/fjfszdHUH1,nytimes
397,0.0,Sun Jan 14 15:45:09 +0000 2018,0.0,1.0,0.0,"""SNL"" took aim at ""Morning Joe,"" with Bill Murray as Stephen Bannon and Fred Armisen as Michael Wolff https://t.co/B6E1qzAffx",nytimes
398,-0.6529,Sun Jan 14 15:30:14 +0000 2018,0.289,0.633,0.078,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/AXGCDpnjeV",nytimes
399,0.0,Sun Jan 14 15:15:07 +0000 2018,0.0,1.0,0.0,Dolphins show self-recognition earlier than children https://t.co/JhRYEGnz87,nytimes
400,0.0,Fri Jan 12 16:40:51 +0000 2018,0.0,1.0,0.0,Where does the money go from the 5p plastic bag charge? 🛍 https://t.co/H3UjuZqd3I https://t.co/4DxREaZtZh,BBC
401,0.3612,Fri Jan 12 15:00:02 +0000 2018,0.0,0.884,0.116,"The Queen reveals what it's actually like to take a ride in the Gold State Coach. 👑 

#TheCoronation is on @BBCOne… https://t.co/16H4OnOSCh",BBC
402,-0.128,Fri Jan 12 14:03:03 +0000 2018,0.173,0.681,0.147,How Grace Kelly went from being the family failure to Hollywood royalty. ✨🎬 👑 https://t.co/iIXtfmNCew https://t.co/sURkXsNWcl,BBC
403,0.481,Fri Jan 12 13:39:17 +0000 2018,0.0,0.852,0.148,"RT @BBCBargainHunt: Oh look, a ring. Oh look, it's got your name on it… 
SURPRISE PROPOSAL! 💍❤️

#bbcbargainhunt #bargainhunt https://t.co/…",BBC
404,0.4391,Fri Jan 12 13:30:04 +0000 2018,0.0,0.804,0.196,"'Second chances are really important to me'. 

🎶 @JohnLegend explains what Bob Marley’s Redemption Song means to hi… https://t.co/NnbZVnWXqK",BBC
405,0.6486,Fri Jan 12 13:24:30 +0000 2018,0.0,0.782,0.218,RT @bbcmusic: #SoundOf2018 Winner @thisissigrid treated us to an exclusive performance in her hometown of Ålesund in Norway earlier this mo…,BBC
406,0.0,Fri Jan 12 13:24:15 +0000 2018,0.0,1.0,0.0,RT @bbcworldservice: McDonald's is the only thing that would get this Nigerian TV presenter to come back to the UK. https://t.co/C7r81iT937,BBC
407,0.3612,Fri Jan 12 13:23:54 +0000 2018,0.0,0.898,0.102,"RT @BBCBreakfast: The Queen has given a rare interview to the @BBC, revealing what it was like at her Coronation 65 years ago. https://t.co…",BBC
408,0.2263,Fri Jan 12 13:23:47 +0000 2018,0.097,0.772,0.131,RT @TWBBC: Alice Lee was fighting sexism in science over a century ago. @Utafrith tells @ProfBrianCox why Alice is her inspiration for @roy…,BBC
409,0.3818,Fri Jan 12 13:23:40 +0000 2018,0.0,0.822,0.178,"RT @bbcmusic: 💙@DuaLipa unleashes visually stunning video for 'IDGAF' ❤️
Watch 👉 https://t.co/cCOdxNstUx https://t.co/n8XGs50w5b",BBC
410,0.0,Fri Jan 12 13:06:44 +0000 2018,0.0,1.0,0.0,RT @bbcworldservice: Why do astronauts get taller in space? https://t.co/uXtAGkYTkE,BBC
411,0.0,Fri Jan 12 13:04:04 +0000 2018,0.0,1.0,0.0,Move over Nessie! Here are 5 things you might not know about Scottish lochs. 👉 https://t.co/fq15NzWVNA https://t.co/7l6MFsl8WZ,BBC
412,0.4019,Fri Jan 12 12:44:54 +0000 2018,0.0,0.899,0.101,"RT @bbcpress: 👑 HM The Queen and HRH The Prince of Wales help bring the @RoyalFamily art collection to life, in a major new season across T…",BBC
413,-0.1531,Fri Jan 12 12:30:02 +0000 2018,0.091,0.909,0.0,"🐱 The rusty spotted cat might be 200 x lighter than a lion, but it's still a ferocious predator. 🐾 

#BigCats https://t.co/PgIC5WfdaJ",BBC
414,-0.7184,Fri Jan 12 12:01:03 +0000 2018,0.538,0.462,0.0,6 controversial gigs that broke cultural boycotts. 🎤✊ https://t.co/8pk8uSAqjy https://t.co/K3MJOeEbOa,BBC
415,0.4215,Fri Jan 12 10:49:42 +0000 2018,0.108,0.682,0.21,"👑🎶 The moment @ThisIsSigrid found out she'd won @BBCMusic's #SoundOf2018. 

There were tears. 😭 https://t.co/3Rc2K6dwMS",BBC
416,0.5719,Fri Jan 12 10:46:24 +0000 2018,0.0,0.684,0.316,"RT @bbcmusic: ⚡️ “Sigrid wins the #SoundOf2018 🏆”

https://t.co/L5njgZ2gfz",BBC
417,0.9042,Fri Jan 12 10:46:11 +0000 2018,0.0,0.534,0.466,"RT @bbcmusic: 🏆 #SoundOf2018 Winner Alert 🏆 

Huge congratulations to the phenomenal @thisissigrid, the artist our 173 pundits worldwide ha…",BBC
418,0.3182,Fri Jan 12 09:03:03 +0000 2018,0.12,0.674,0.206,"Is the miserable British weather making you want to move abroad? 

✈️☀️🎒Take this quiz to see which country best su… https://t.co/7R43a6YAfd",BBC
419,0.0,Fri Jan 12 08:42:02 +0000 2018,0.0,1.0,0.0,🐎 This Arabian horse &amp; his Palestinian breeder are competing in a show bringing Israelis &amp; Palestinians together. https://t.co/NeGZijFDYP,BBC
420,0.4588,Sun Jan 14 14:37:37 +0000 2018,0.094,0.726,0.179,"Haitian-American GOP Rep. Mia Love on President Trump’s immigration comments: ""At this point we can't look to Washi… https://t.co/jNo7JeVHSm",CNN
421,0.5267,Sun Jan 14 14:34:34 +0000 2018,0.082,0.709,0.209,GOP Rep. Mia Love on President Trump: “I still think that he should apologize. I think that there are people that a… https://t.co/gycLJk6R57,CNN
422,-0.8735,Sun Jan 14 14:11:05 +0000 2018,0.369,0.631,0.0,"Rep. Tulsi Gabbard: “The fact that these processes failed so epically that caused this trauma, caused this terror a… https://t.co/ecg2MDHKTe",CNN
423,-0.4019,Sun Jan 14 14:10:35 +0000 2018,0.171,0.829,0.0,Hawaii Rep. Tulsi Gabbard on the false missile warning: “This was unacceptable that this happened but it really hig… https://t.co/qrmIaloSqR,CNN
424,0.2732,Sun Jan 14 14:00:28 +0000 2018,0.0,0.884,0.116,"The Trump administration has eliminated or replaced references to climate change, renewable energy and similar topi… https://t.co/7yDrbsWzEW",CNN
425,0.0,Sun Jan 14 13:01:50 +0000 2018,0.0,1.0,0.0,"In a 1999 interview with Larry King, Donald Trump said that his first choice for a running mate would be Oprah Winf… https://t.co/17GVsjc7Q2",CNN
426,-0.7269,Sun Jan 14 12:02:26 +0000 2018,0.217,0.783,0.0,"Dr. Allen Frances on Donald Trump: ""It's an insult to the mentally ill to say that the reason he shouldn't be in of… https://t.co/Hca2Huxxif",CNN
427,0.0,Sun Jan 14 11:01:03 +0000 2018,0.0,1.0,0.0,'The Boondocks' predicted an Oprah 2020 win... 12 years ago https://t.co/EZJ4VF6s3A https://t.co/tgkKE9hWAj,CNN
428,-0.1695,Sun Jan 14 10:01:01 +0000 2018,0.074,0.926,0.0,The US will not be prepared to defend against possible Russian meddling in the 2018 midterm elections or the 2020 p… https://t.co/j3xp6w0g9T,CNN
429,-0.4588,Sun Jan 14 08:03:10 +0000 2018,0.2,0.8,0.0,This teacher stood up at a school board meeting to criticize a superintendent's pay raise. Then she was handcuffed.… https://t.co/HGyOReTPo0,CNN
430,0.0,Sun Jan 14 07:01:26 +0000 2018,0.0,1.0,0.0,A Republican Kansas lawmaker stepped down from a leadership position after he said African-Americans were more susc… https://t.co/N7MCynXktT,CNN
431,0.6486,Sun Jan 14 06:00:16 +0000 2018,0.0,0.762,0.238,"With a net worth of more than $105 billion, Jeff Bezos is now the richest person in history https://t.co/LvbIp13wU5 https://t.co/7JnaQdO7Fv",CNN
432,-0.5106,Sun Jan 14 05:00:08 +0000 2018,0.148,0.852,0.0,"""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-ch… https://t.co/y4rvw4Fsbf",CNN
433,0.0,Sun Jan 14 04:59:57 +0000 2018,0.0,1.0,0.0,"The Trump administration, citing a federal court order, resumes receiving renewal applications for individuals elig… https://t.co/gZsdF9mqHS",CNN
434,0.0,Sun Jan 14 04:29:54 +0000 2018,0.0,1.0,0.0,"Thailand’s prime minister sets up a cardboard cutout of himself at a press event, tells reporters to direct their q… https://t.co/w8xw8YO3AX",CNN
435,0.3612,Sun Jan 14 03:27:05 +0000 2018,0.0,0.865,0.135,"H&amp;M apologizes for using a black child to model a sweatshirt with a ""coolest monkey in the jungle"" slogan… https://t.co/Mgz1ouN9D5",CNN
436,-0.128,Sun Jan 14 03:10:21 +0000 2018,0.136,0.751,0.113,A series of attacks on Catholic churches have prompted Chilean authorities to review security ahead of Pope Francis… https://t.co/DE9nlxPZMG,CNN
437,0.2023,Sun Jan 14 02:25:05 +0000 2018,0.0,0.899,0.101,Pope Francis once again tells breastfeeding moms it's fine to feed hungry babies in church https://t.co/LpzwqMHzZO https://t.co/fbBpVcqrOd,CNN
438,0.0,Sun Jan 14 01:29:04 +0000 2018,0.0,1.0,0.0,The closure of a coal mine near the Pennsylvania-West Virginia border will wipe out many of President Trump's coal… https://t.co/JekK5EMLEF,CNN
439,0.0,Sun Jan 14 00:31:43 +0000 2018,0.0,1.0,0.0,"Thailand’s prime minister sets up a cardboard cutout of himself at a press event, tells reporters to direct their q… https://t.co/Cn5cyOzRAx",CNN
440,-0.5095,Sun Jan 14 10:03:05 +0000 2018,0.215,0.785,0.0,"Paul Ryan calls President Trump's ""sh*thole"" comment ""very unfortunate"" and ""unhelpful"" https://t.co/CoKy77Mmku https://t.co/V8Zl9Ix6nk",CBSNews
441,0.0,Sun Jan 14 09:48:05 +0000 2018,0.0,1.0,0.0,"Records: FBI knew Las Vegas gunman had stashes of big guns, ammunition, explosives https://t.co/91VlEx8Hdy https://t.co/sVdhkIVlLj",CBSNews
442,-0.4019,Sun Jan 14 09:33:04 +0000 2018,0.231,0.769,0.0,President Trump's Norway immigration idea? There's one problem https://t.co/xRbPE8XReD https://t.co/Gs1RZDHkVZ,CBSNews
443,-0.9371,Sun Jan 14 09:18:08 +0000 2018,0.545,0.455,0.0,Coach sentenced to death for rape and murder of girl he kidnapped on street https://t.co/QP39VZnrE7 https://t.co/1lJj9XEcbr,CBSNews
444,0.0,Sun Jan 14 09:03:04 +0000 2018,0.0,1.0,0.0,"Pres. Trump's personal lawyer arranged hush money payment to porn star, according to Wall Street Journal report… https://t.co/4jyWmz83G6",CBSNews
445,-0.3612,Sun Jan 14 08:48:05 +0000 2018,0.143,0.857,0.0,White House struggles with muting function for 22 minutes on Iran conference call with reporters… https://t.co/cOJhAmZduu,CBSNews
446,0.0,Sun Jan 14 08:33:04 +0000 2018,0.0,1.0,0.0,Station cargo ship brings science down to Earth https://t.co/xhoGoiHAtw https://t.co/Wsk8492Lqt,CBSNews
447,0.5719,Sun Jan 14 08:18:09 +0000 2018,0.0,0.802,0.198,"Doctor declares President Trump to be in ""excellent health"" after physical, White House says https://t.co/I00OihpD2A https://t.co/kOrSf20Rwe",CBSNews
448,0.0,Sun Jan 14 08:03:04 +0000 2018,0.0,1.0,0.0,President Trump signs executive order addressing veteran suicides https://t.co/5NjSR2D07d https://t.co/KOMZlCigoC,CBSNews
449,0.5994,Sun Jan 14 07:48:05 +0000 2018,0.0,0.794,0.206,Cindy Crawford recreates classic Pepsi ad with son Presley Gerber for Super Bowl 52 https://t.co/o9nGDHSpQJ https://t.co/eByiB1rVeC,CBSNews
450,0.0,Sun Jan 14 07:33:05 +0000 2018,0.0,1.0,0.0,Czech President Milos Zeman to face runoff election https://t.co/nNFPWliRTH https://t.co/8cdAbUbrjQ,CBSNews
451,0.0,Sun Jan 14 07:18:08 +0000 2018,0.0,1.0,0.0,Chelsea Manning files to run for Senate in Maryland https://t.co/SD26zSBIJU https://t.co/Gygzfqhh8Z,CBSNews
452,-0.6486,Sun Jan 14 07:03:06 +0000 2018,0.249,0.751,0.0,Body cam video shows inside Arizona cabin where family was found dead https://t.co/VuEgUf9gM5 https://t.co/Ea6BsiNMVY,CBSNews
453,-0.5574,Sun Jan 14 06:48:05 +0000 2018,0.247,0.753,0.0,"Keith Jackson, legendary college football announcer, has died at 89 https://t.co/fFrVljYKex https://t.co/u7znCBB8Dx",CBSNews
454,0.0,Sun Jan 14 06:33:06 +0000 2018,0.0,1.0,0.0,Questions about President Trump overtake Republican Sen. Chuck Grassley's event in Iowa https://t.co/4R6LGeob5n https://t.co/Nkgg4Opvav,CBSNews
455,0.0,Sun Jan 14 06:18:09 +0000 2018,0.0,1.0,0.0,Students who took couple's honeymoon story to heart take action https://t.co/4jgWsI9cVr https://t.co/XYZPvTEuQT,CBSNews
456,0.0,Sun Jan 14 06:03:04 +0000 2018,0.0,1.0,0.0,"Meet the women who made Pentagon Papers drama ""The Post"" possible https://t.co/aH8lTBB5ee https://t.co/W8gegiNACs",CBSNews
457,-0.3182,Sun Jan 14 05:48:05 +0000 2018,0.201,0.67,0.128,"Doreen Tracey, one of the original Disney Mouseketeers, has died at 74 https://t.co/ub7YLtq9AN https://t.co/2UuYcciuIA",CBSNews
458,-0.4019,Sun Jan 14 05:33:05 +0000 2018,0.283,0.576,0.141,"Police plead for help finding missing infant twins as ""uncooperative"" parents jailed https://t.co/Zszt0lXR9U https://t.co/eTaiP7UCdA",CBSNews
459,0.3818,Sun Jan 14 05:24:07 +0000 2018,0.0,0.822,0.178,Federal government says it will accept DACA applications after court order https://t.co/mYmMQ4WsKe https://t.co/DuiLZab2zc,CBSNews
460,0.0,Sun Jan 14 22:34:14 +0000 2018,0.0,1.0,0.0,RT @EricShawnTV: I anchor @FoxNews at 6pm ET and again tomorrow morning on @AmericaNewsroom. Today #Hawaii Rep. @TulsiGabbard said that @PO…,FoxNews
461,-0.4767,Sun Jan 14 22:32:33 +0000 2018,0.22,0.78,0.0,UK politician's model girlfriend suspended after reported 'vile' Meghan Markle remarks https://t.co/RRTWldTttq,FoxNews
462,0.2023,Sun Jan 14 22:28:21 +0000 2018,0.0,0.847,0.153,Taylor Swift told to beware gun-seeking 'boyfriend' by police officers https://t.co/2XEgKsRb3X,FoxNews
463,0.0,Sun Jan 14 22:28:15 +0000 2018,0.0,1.0,0.0,Dow milestones since election. https://t.co/xei3jV9rQD,FoxNews
464,0.4939,Sun Jan 14 22:24:40 +0000 2018,0.0,0.802,0.198,"On @foxandfriends, @Varneyco praised President @realDonaldTrump's economic record in comparison to his predecessor'… https://t.co/MIaIBTGk68",FoxNews
465,0.6124,Sun Jan 14 22:23:38 +0000 2018,0.0,0.778,0.222,".@GaryKaltbaum: ""This whole tax thing has been not just a home run, but a grand slam."" https://t.co/qDi6Jad4Zt",FoxNews
466,0.4973,Sun Jan 14 22:21:04 +0000 2018,0.0,0.848,0.152,".@DiamondandSilk: ""@realDonaldTrump is not a racist. He's a realist. And the only color he sees is green and he wan… https://t.co/TiHQBgVQ6G",FoxNews
467,-0.1053,Sun Jan 14 22:15:40 +0000 2018,0.198,0.659,0.143,".@PeteHegseth: ""The Left loves to point at Americans who they don't like and say they're unacceptable. But when [… https://t.co/AMd9vq2mDx",FoxNews
468,0.0,Sun Jan 14 22:15:01 +0000 2018,0.0,1.0,0.0,.@dBongino: “I and many other people I’m communicating with on this collusion nonsense… really believe that this wa… https://t.co/orW0zrnlD4,FoxNews
469,-0.5994,Sun Jan 14 22:14:25 +0000 2018,0.495,0.505,0.0,"Dennis Rodman arrested, charged with DUI https://t.co/RNZFTxWBWF",FoxNews
470,0.0,Sun Jan 14 22:14:00 +0000 2018,0.0,1.0,0.0,"""You can either send money to Washington or you can give it to your employees. The employees earned the money. Wash… https://t.co/yjRzT6ZYvA",FoxNews
471,0.0,Sun Jan 14 22:12:39 +0000 2018,0.0,1.0,0.0,"Chelsea Manning confirms Senate bid, says 'Yup, we're running' https://t.co/xWWIIbaMSp https://t.co/hZMkPwwurB",FoxNews
472,0.0,Sun Jan 14 22:12:14 +0000 2018,0.0,1.0,0.0,"Drugged driver crashes car into second story of California building, officials say https://t.co/QcizFnTptn",FoxNews
473,-0.4215,Sun Jan 14 22:05:06 +0000 2018,0.237,0.763,0.0,.@BillClinton Denies Foundation Paid for Chelsea Clinton's Wedding https://t.co/gcLBTXmtvh https://t.co/j38S8Xt8dZ,FoxNews
474,0.0,Sun Jan 14 22:04:08 +0000 2018,0.0,1.0,0.0,"Ambassador James Jeffrey: ""We are not well-prepared for any emergency."" https://t.co/NuTPgSKXA5 https://t.co/KUsXYNJIOd",FoxNews
475,-0.8625,Sun Jan 14 21:59:04 +0000 2018,0.49,0.51,0.0,Hawaii's false missile threat: Worker 'feels terrible' after pushing the wrong button https://t.co/le9KohbiTw,FoxNews
476,-0.34,Sun Jan 14 21:56:32 +0000 2018,0.211,0.789,0.0,Hawaii false alarm prompts plans for FCC investigation https://t.co/NuTPgSKXA5 https://t.co/XFlCQykalI,FoxNews
477,-0.6908,Sun Jan 14 21:56:04 +0000 2018,0.251,0.749,0.0,".@AlvedaCKing: ""People were saying that President Trump has called Haiti and Africa a bad word. No, he was referrin… https://t.co/JV76scGt5j",FoxNews
478,-0.1779,Sun Jan 14 21:54:36 +0000 2018,0.169,0.693,0.139,"Porn star Olivia Nova’s friend says she ‘wanted to change her lifestyle' before her death, report says https://t.co/8T8hEHYkFX",FoxNews
479,0.0,Sun Jan 14 21:50:03 +0000 2018,0.0,1.0,0.0,".@SecNielsen: ""I don't recall [President #Trump] saying that exact phrase."" https://t.co/7ACgdZGkmc https://t.co/X1GW8HLeiE",FoxNews
480,0.4588,Sun Jan 14 15:00:18 +0000 2018,0.133,0.6,0.267,"""I 100% support the fight for fair pay and I'm donating the $1.5M to the Time's Up Legal Defense Fund in Michelle W… https://t.co/uHWv6Hkrdt",nytimes
481,0.4215,Sun Jan 14 14:46:02 +0000 2018,0.0,0.798,0.202,"A new 3-D videomicroscope gives surgeons ""Superman eyes"" and helps them perform and teach delicate brain operations https://t.co/L8mfsQ1cO9",nytimes
482,0.0,Sun Jan 14 14:33:01 +0000 2018,0.0,1.0,0.0,"Opinion: ""Hillary Clinton, the first woman who had a real shot at the presidency, has finally set off a national aw… https://t.co/m0rzwUxudL",nytimes
483,-0.7506,Sun Jan 14 14:15:02 +0000 2018,0.299,0.701,0.0,"""This system failed miserably and we need to start over,"" Senator Brian Schatz of Hawaii said https://t.co/xob5P1wRjW",nytimes
484,0.0,Sun Jan 14 14:00:13 +0000 2018,0.0,1.0,0.0,"An Iranian oil tanker that collided with another vessel in the East China Sea sank on Sunday, the Chinese Ministry… https://t.co/bJpAUGa73F",nytimes
485,0.0,Sun Jan 14 13:49:03 +0000 2018,0.0,1.0,0.0,"RT @nytimesworld: In 2016, this is how @Pontifex explained his prolonged absence from his homeland: “The world is bigger than Argentina.” h…",nytimes
486,0.0,Sun Jan 14 13:36:04 +0000 2018,0.0,1.0,0.0,"""You can't look down to read the speech, you have to take the speech up. Because if you did your neck would break.""… https://t.co/O4GoxcSM7I",nytimes
487,-0.1027,Sun Jan 14 13:15:07 +0000 2018,0.167,0.641,0.192,"Opinion: Martin Luther King Jr.’s assassination, on April 4, 1968, played a direct role in Franklin’s creation. And… https://t.co/4clKD7Kg2c",nytimes
488,0.0,Sun Jan 14 13:09:09 +0000 2018,0.0,1.0,0.0,Op-Ed Columnist: Is There Life After Liberalism? https://t.co/hJDH8Ansf8,nytimes
489,-0.7351,Sun Jan 14 13:00:22 +0000 2018,0.267,0.733,0.0,He was badly wounded during last summer’s attack on the Republican congressional baseball team. Nearly every hour b… https://t.co/Ksv6E3SmWg,nytimes
490,0.2263,Sun Jan 14 12:45:04 +0000 2018,0.117,0.769,0.113,"The first time cutting season came around, Nice Leng’ete and her sister ran away and hid in a tree. The second time… https://t.co/oplchBjO54",nytimes
491,0.1027,Sun Jan 14 12:30:06 +0000 2018,0.094,0.792,0.114,She even stopped using her full name — Ronna Romney McDaniel — professionally after President Trump joked with her… https://t.co/i6z4geQCau,nytimes
492,0.0,Sun Jan 14 12:15:03 +0000 2018,0.0,1.0,0.0,"The Trump administration is set to shrink Bears Ears by 85% next month, potentially opening more than a million acr… https://t.co/DcGoDxSCIi",nytimes
493,-0.4939,Sun Jan 14 12:00:10 +0000 2018,0.176,0.824,0.0,"In 2017, extreme weather events caused a total of $306 billion in damage in the U.S. https://t.co/dkn2lk4gE4",nytimes
494,0.0,Sun Jan 14 11:30:16 +0000 2018,0.0,1.0,0.0,For decades the E train in NYC has been one of the lines most used by homeless people to sleep because it stays und… https://t.co/27xDD6sCiU,nytimes
495,0.0,Sun Jan 14 11:19:31 +0000 2018,0.0,1.0,0.0,"Vows: He Works With Divas, but Didn’t Marry One https://t.co/sDt832Oiqn",nytimes
496,0.0,Sun Jan 14 11:16:13 +0000 2018,0.0,1.0,0.0,"A Greener, More Healthful Place to Work https://t.co/PgYRp1FOij",nytimes
497,0.0,Sun Jan 14 11:15:07 +0000 2018,0.0,1.0,0.0,"A gym chain is banning CNN, Fox News and MSNBC from its TVs. They say it's for your health. https://t.co/hVO96GgonB",nytimes
498,0.0,Sun Jan 14 10:51:47 +0000 2018,0.0,1.0,0.0,"He's being called ""frost boy."" But the image of an 8-year-old with icicles in his hair who trekked miles to school… https://t.co/YlwbptD3DI",nytimes
499,-0.1027,Sun Jan 14 10:31:58 +0000 2018,0.122,0.778,0.1,RT @nytimesbooks: 11 new books recommended by critics and editors at The New York Times https://t.co/5iUuUDcio6,nytimes
